"City","Timestep","Cumulative Median_0","Cumulative Median_1","Cumulative Median_2","Cumulative Median_3"
"Cairo","97","0.0","10.0","20.0","30.0"
"Cairo","98","0.0","10.0","20.0","30.0"
"Cairo","99","0.0","10.0","20.0","30.0"
"Cairo","100","0.0","10.0","20.0","30.0"
"Cairo","101","0.0","10.0","20.0","30.0"
"Cairo","102","0.0","10.0","20.0","30.0"
"Cairo","103","0.0","10.0","20.0","30.0"
"Cairo","104","0.0","10.0","20.0","30.0"
"Cairo","105","0.0","10.0","20.0","30.0"
"Cairo","106","0.0","10.0","20.0","30.0"
"Cairo","107","0.0","10.0","20.0","30.0"
"Cairo","108","0.0","10.0","20.0","30.0"
"Cairo","109","0.0","10.0","20.0","30.0"
"Cairo","110","0.0","10.0","20.0","30.0"
"Cairo","111","0.0","10.0","20.0","30.0"
"Cairo","112","0.0","10.0","20.0","30.0"
"Cairo","113","0.0","10.0","20.0","30.0"
"Cairo","114","0.0","10.0","20.0","30.0"
"Cairo","115","0.0","10.0","20.0","30.0"
"Cairo","116","0.0","10.0","20.0","30.0"
"Cairo","117","0.0","10.0","20.0","30.0"
"Cairo","118","0.0","10.0","20.0","30.0"
"Cairo","119","1e-05","10.00001","20.00001","30.00001"
"Cairo","120","1e-05","10.00001","20.00001","30.00001"
"Cairo","121","1e-05","10.00001","20.00001","30.00001"
"Cairo","122","2.1e-05","10.000021","20.000021","30.000021"
"Cairo","123","3.1e-05","10.000031","20.00003","30.00003"
"Cairo","124","7.3e-05","10.000073","20.000072","30.000072"
"Cairo","125","7.3e-05","10.000073","20.000072","30.000072"
"Cairo","126","9.4e-05","10.000094","20.000093","30.000093"
"Cairo","127","0.000125","10.000125","20.000126","30.000126"
"Cairo","128","0.000125","10.000125","20.000126","30.000126"
"Cairo","129","0.000156","10.000156","20.000156","30.000156"
"Cairo","130","0.000208","10.000208","20.000208","30.000208"
"Cairo","131","0.00025","10.00025","20.00025","30.00025"
"Cairo","132","0.000291","10.000291","20.000292","30.000292"
"Cairo","133","0.000375","10.000375","20.000376","30.000376"
"Cairo","134","0.000447","10.000447","20.000446","30.000446"
"Cairo","135","0.000562","10.000562","20.000563","30.000563"
"Cairo","136","0.000718","10.000718","20.000717","30.000717"
"Cairo","137","0.000843","10.000843","20.000843","30.000843"
"Cairo","138","0.000895","10.000895","20.000895","30.000895"
"Cairo","139","0.001041","10.001041","20.001041","30.001041"
"Cairo","140","0.001228","10.001228","20.001228","30.001228"
"Cairo","141","0.001405","10.001405","20.001406","30.001406"
"Cairo","142","0.001561","10.001561","20.00156","30.00156"
"Cairo","143","0.001748","10.001748","20.001747","30.001747"
"Cairo","144","0.001998","10.001998","20.001999","30.001999"
"Cairo","145","0.002196","10.002196","20.002195","30.002195"
"Cairo","146","0.002508","10.002508","20.002508","30.002508"
"Cairo","147","0.002726","10.002726","20.002726","30.002726"
"Cairo","148","0.002955","10.002955","20.002954","30.002954"
"Cairo","149","0.003205","10.003205","20.003204","30.003204"
"Cairo","150","0.003444","10.003444","20.003445","30.003445"
"Cairo","151","0.003736","10.003736","20.003736","30.003736"
"Cairo","152","0.004058","10.004058","20.004059","30.004059"
"Cairo","153","0.004443","10.004443","20.004442","30.004442"
"Cairo","154","0.004818","10.004818","20.004818","30.004818"
"Cairo","155","0.005182","10.005182","20.005182","30.005182"
"Cairo","156","0.005494","10.005494","20.005493","30.005493"
"Cairo","157","0.006171","10.006171","20.00617","30.00617"
"Cairo","158","0.006712","10.006712","20.006712","30.006712"
"Cairo","159","0.007388","10.007388","20.007387","30.007387"
"Cairo","160","0.008137","10.008137","20.008137","30.008137"
"Cairo","161","0.008866","10.008866","20.008865","30.008865"
"Cairo","162","0.009677","10.009677","20.009678","30.009678"
"Cairo","163","0.010541","10.010541","20.010542","30.010542"
"Cairo","164","0.011686","10.011686","20.011686","30.011686"
"Cairo","165","0.012726","10.012726","20.012726","30.012726"
"Cairo","166","0.013788","10.013788","20.013788","30.013788"
"Cairo","167","0.015057","10.015057","20.015057","30.015057"
"Cairo","168","0.016452","10.016452","20.016453","30.016453"
"Cairo","169","0.018013","10.018013","20.018013","30.018013"
"Cairo","170","0.019698","10.019698","20.019697","30.019697"
"Cairo","171","0.021342","10.021342","20.021341","30.021341"
"Cairo","172","0.023392","10.023392","20.023392","30.023392"
"Cairo","173","0.025245","10.025245","20.025246","30.025246"
"Cairo","174","0.02769","10.02769","20.02769","30.02769"
"Cairo","175","0.030083","10.030083","20.030083","30.030083"
"Cairo","176","0.03281","10.03281","20.03281","30.03281"
"Cairo","177","0.035526","10.035526","20.035526","30.035526"
"Cairo","178","0.038606","10.038606","20.038607","30.038607"
"Cairo","179","0.041925","10.041925","20.041925","30.041925"
"Cairo","180","0.045224","10.045224","20.045223","30.045223"
"Cairo","181","0.048824","10.048824","20.048824","30.048824"
"Cairo","182","0.05308","10.05308","20.05308","30.05308"
"Cairo","183","0.057357","10.057357","20.057358","30.057358"
"Cairo","184","0.062196","10.062196","20.062197","30.062197"
"Cairo","185","0.067347","10.067347","20.067347","30.067347"
"Cairo","186","0.072716","10.072716","20.072716","30.072716"
"Cairo","187","0.077888","10.077888","20.077888","30.077888"
"Cairo","188","0.08408","10.08408","20.08408","30.08408"
"Cairo","189","0.090812","10.090812","20.090813","30.090813"
"Cairo","190","0.09818","10.09818","20.09818","30.09818"
"Cairo","191","0.105994","10.105994","20.105993","30.105993"
"Cairo","192","0.11409","10.11409","20.11409","30.11409"
"Cairo","193","0.12306","10.12306","20.12306","30.12306"
"Cairo","194","0.133112","10.133112","20.133112","30.133112"
"Cairo","195","0.143986","10.143986","20.143986","30.143986"
"Cairo","196","0.154715","10.154715","20.154715","30.154715"
"Cairo","197","0.166161","10.166161","20.16616","30.16616"
"Cairo","198","0.178326","10.178326","20.178326","30.178326"
"Cairo","199","0.191864","10.191864","20.191864","30.191864"
"Cairo","200","0.206099","10.206099","20.206099","30.206099"
"Cairo","201","0.221198","10.221198","20.221197","30.221197"
"Cairo","202","0.237514","10.237514","20.237514","30.237514"
"Cairo","203","0.255371","10.255371","20.255371","30.255371"
"Cairo","204","0.273342","10.273342","20.273342","30.273342"
"Cairo","205","0.293165","10.293165","20.293165","30.293165"
"Cairo","206","0.313998","10.313998","20.313997","30.313997"
"Cairo","207","0.336339","10.336339","20.336338","30.336338"
"Cairo","208","0.359825","10.359825","20.359825","30.359825"
"Cairo","209","0.384477","10.384477","20.384478","30.384478"
"Cairo","210","0.409826","10.409826","20.409826","30.409826"
"Cairo","211","0.437984","10.437984","20.437984","30.437984"
"Cairo","212","0.468067","10.468067","20.468067","30.468067"
"Cairo","213","0.498359","10.498359","20.49836","30.49836"
"Cairo","214","0.529878","10.529878","20.529879","30.529879"
"Cairo","215","0.562053","10.562053","20.562054","30.562054"
"Cairo","216","0.595997","10.595997","20.595997","30.595997"
"Cairo","217","0.631138","10.631138","20.631138","30.631138"
"Cairo","218","0.669297","10.669297","20.669296","30.669296"
"Cairo","219","0.708735","10.7087345","20.708735","30.708735"
"Cairo","220","0.750036","10.750036","20.750036","30.750036"
"Cairo","221","0.793428","10.793428","20.793428","30.793428"
"Cairo","222","0.837435","10.837435","20.837435","30.837435"
"Cairo","223","0.884126","10.884126","20.884127","30.884127"
"Cairo","224","0.931962","10.931962","20.931961","30.931961"
"Cairo","225","0.98293","10.98293","20.98293","30.98293"
"Cairo","226","1.034637","11.034637","21.034637","31.034637"
"Cairo","227","1.087478","11.087478","21.087479","31.087479"
"Cairo","228","1.144149","11.144149","21.14415","31.14415"
"Cairo","229","1.202411","11.202411","21.202412","31.202412"
"Cairo","230","1.262953","11.262953","21.262953","31.262953"
"Cairo","231","1.324857","11.324857","21.324858","31.324858"
"Cairo","232","1.388531","11.388531","21.38853","31.38853"
"Cairo","233","1.455379","11.4553795","21.45538","31.45538"
"Cairo","234","1.524827","11.524827","21.524826","31.524826"
"Cairo","235","1.596867","11.596867","21.596867","31.596867"
"Cairo","236","1.669719","11.669719","21.66972","31.66972"
"Cairo","237","1.744267","11.7442665","21.744267","31.744267"
"Cairo","238","1.821458","11.821458","21.821459","31.821459"
"Cairo","239","1.902093","11.902093","21.902094","31.902094"
"Cairo","240","1.984279","11.984279","21.98428","31.98428"
"Cairo","241","2.069982","12.069983","22.069983","32.06998"
"Cairo","242","2.157641","12.15764","22.15764","32.157642"
"Cairo","243","2.249348","12.249348","22.249348","32.249348"
"Cairo","244","2.343781","12.3437805","22.34378","32.34378"
"Cairo","245","2.440598","12.440598","22.440598","32.440598"
"Cairo","246","2.541389","12.541389","22.54139","32.54139"
"Cairo","247","2.645604","12.645604","22.645603","32.645603"
"Cairo","248","2.751141","12.751141","22.75114","32.75114"
"Cairo","249","2.862276","12.862276","22.862276","32.862274"
"Cairo","250","2.974504","12.974504","22.974504","32.974503"
"Cairo","251","3.091497","13.091497","23.091497","33.091496"
"Cairo","252","3.211206","13.211206","23.211206","33.211205"
"Cairo","253","3.335234","13.335234","23.335234","33.335236"
"Cairo","254","3.462717","13.462717","23.462717","33.462715"
"Cairo","255","3.594455","13.594455","23.594456","33.594456"
"Cairo","256","3.73097","13.73097","23.73097","33.73097"
"Cairo","257","3.874873","13.874873","23.874872","33.874874"
"Cairo","258","4.018412","14.018412","24.018412","34.018414"
"Cairo","259","4.170213","14.170214","24.170214","34.17021"
"Cairo","260","4.325531","14.325531","24.325531","34.32553"
"Cairo","261","4.485585","14.485585","24.485584","34.485584"
"Cairo","262","4.654222","14.6542225","24.654222","34.65422"
"Cairo","263","4.827251","14.827251","24.827251","34.82725"
"Cairo","264","5.007461","15.007462","25.007462","35.00746"
"Cairo","265","5.19458","15.19458","25.19458","35.19458"
"Cairo","266","5.388888","15.388887","25.388887","35.38889"
"Cairo","267","5.59067","15.59067","25.59067","35.59067"
"Cairo","268","5.797747","15.797747","25.797747","35.79775"
"Cairo","269","6.015989","16.01599","26.01599","36.015987"
"Cairo","270","6.24262","16.24262","26.24262","36.24262"
"Cairo","271","6.478427","16.478428","26.478428","36.478428"
"Cairo","272","6.722487","16.722486","26.722486","36.72249"
"Cairo","273","6.973727","16.973728","26.973728","36.97373"
"Cairo","274","7.240659","17.24066","27.24066","37.240658"
"Cairo","275","7.517997","17.517998","27.517998","37.517998"
"Cairo","276","7.806718","17.806717","27.806717","37.806717"
"Cairo","277","8.108438","18.108437","28.108437","38.108437"
"Cairo","278","8.422852","18.422852","28.422852","38.42285"
"Cairo","279","8.748775","18.748775","28.748775","38.748775"
"Cairo","280","9.093012","19.093012","29.093012","39.09301"
"Cairo","281","9.454856","19.454857","29.454857","39.454857"
"Cairo","282","9.830987","19.830986","29.830986","39.830986"
"Cairo","283","10.226775","20.226776","30.226776","40.226776"
"Cairo","284","10.641356","20.641357","30.641357","40.641357"
"Cairo","285","11.071526","21.071526","31.071526","41.071526"
"Cairo","286","11.526399","21.526398","31.526398","41.526398"
"Cairo","287","12.006256","22.006256","32.006256","42.006256"
"Cairo","288","12.506789","22.50679","32.50679","42.50679"
"Cairo","289","13.036085","23.036085","33.036087","43.036087"
"Cairo","290","13.590833","23.590832","33.59083","43.59083"
"Cairo","291","14.178049","24.17805","34.178047","44.178047"
"Cairo","292","14.795815","24.795815","34.795815","44.795815"
"Cairo","293","15.449586","25.449585","35.449585","45.449585"
"Cairo","294","16.139038","26.139038","36.139038","46.139038"
"Cairo","295","16.865213","26.865213","36.86521","46.86521"
"Cairo","296","17.627739","27.627739","37.62774","47.62774"
"Cairo","297","18.440199","28.440199","38.4402","48.4402"
"Cairo","298","19.304054","29.304054","39.304054","49.304054"
"Cairo","299","20.216587","30.216587","40.216587","50.216587"
"Cairo","300","21.179716","31.179716","41.179718","51.179718"
"Cairo","301","22.204935","32.204933","42.204933","52.204933"
"Cairo","302","23.292871","33.29287","43.29287","53.29287"
"Cairo","303","24.445616","34.445618","44.445618","54.445618"
"Cairo","304","25.668673","35.66867","45.66867","55.66867"
"Cairo","305","26.973124","36.97312","46.97312","56.97312"
"Cairo","306","28.367647","38.367645","48.367645","58.367645"
"Cairo","307","29.853556","39.853554","49.853554","59.853554"
"Cairo","308","31.425179","41.42518","51.42518","61.42518"
"Cairo","309","33.098564","43.098564","53.098564","63.098564"
"Cairo","310","34.889164","44.889164","54.889164","64.88916"
"Cairo","311","36.791122","46.791122","56.791122","66.79112"
"Cairo","312","38.826965","48.826965","58.826965","68.826965"
"Cairo","313","40.995373","50.995373","60.995373","70.99538"
"Cairo","314","43.32237","53.32237","63.32237","73.32237"
"Cairo","315","45.79655","55.79655","65.796555","75.796555"
"Cairo","316","48.444286","58.444286","68.44429","78.44429"
"Cairo","317","51.281464","61.281464","71.28146","81.28146"
"Cairo","318","54.312355","64.312355","74.312355","84.312355"
"Cairo","319","57.561188","67.56119","77.56119","87.56119"
"Cairo","320","61.03628","71.036285","81.036285","91.036285"
"Cairo","321","64.73583","74.73583","84.73583","94.73583"
"Cairo","322","68.6974","78.6974","88.6974","98.6974"
"Cairo","323","72.94428","82.94428","92.94428","102.94428"
"Cairo","324","77.48848","87.48848","97.48848","107.48848"
"Cairo","325","82.34834","92.34834","102.34834","112.34834"
"Cairo","326","87.53417","97.53417","107.53417","117.53417"
"Cairo","327","93.080185","103.080185","113.080185","123.080185"
"Cairo","328","99.010765","109.010765","119.010765","129.01077"
"Cairo","329","105.330734","115.330734","125.330734","135.33073"
"Cairo","330","112.09397","122.09397","132.09396","142.09396"
"Cairo","331","119.29614","129.29614","139.29614","149.29614"
"Cairo","332","126.97783","136.97783","146.97783","156.97783"
"Cairo","333","135.15355","145.15355","155.15355","165.15355"
"Cairo","334","143.8498","153.8498","163.8498","173.8498"
"Cairo","335","153.0646","163.0646","173.0646","183.0646"
"Cairo","336","162.83939","172.83939","182.83939","192.83939"
"Cairo","337","173.16925","183.16925","193.16925","203.16925"
"Cairo","338","184.09898","194.09898","204.09898","214.09898"
"Cairo","339","195.62352","205.62352","215.62352","225.62352"
"Cairo","340","207.7581","217.7581","227.7581","237.7581"
"Cairo","341","220.51248","230.51248","240.51248","250.51248"
"Cairo","342","233.86049","243.86049","253.86049","263.86047"
"Cairo","343","247.79053","257.79053","267.79053","277.79053"
"Cairo","344","262.30435","272.30435","282.30435","292.30435"
"Cairo","345","277.40228","287.40228","297.40228","307.40228"
"Cairo","346","293.0551","303.0551","313.0551","323.0551"
"Cairo","347","309.20328","319.20328","329.20328","339.20328"
"Cairo","348","325.79538","335.79538","345.79538","355.79538"
"Cairo","349","342.8211","352.8211","362.8211","372.8211"
"Cairo","350","360.24188","370.24188","380.24188","390.24188"
"Cairo","351","377.9427","387.9427","397.9427","407.9427"
"Cairo","352","395.8815","405.8815","415.8815","425.8815"
"Cairo","353","413.97202","423.97202","433.97202","443.97202"
"Cairo","354","432.14978","442.14978","452.14978","462.14978"
"Cairo","355","450.3297","460.3297","470.3297","480.3297"
"Cairo","356","468.4355","478.4355","488.4355","498.4355"
"Cairo","357","486.39328","496.39328","506.39328","516.3933"
"Cairo","358","504.12286","514.12286","524.12286","534.12286"
"Cairo","359","521.54175","531.54175","541.54175","551.54175"
"Cairo","360","538.581","548.581","558.581","568.581"
"Cairo","361","555.1827","565.1827","575.1827","585.1827"
"Cairo","362","571.2917","581.2917","591.2917","601.2917"
"Cairo","363","586.8586","596.8586","606.8586","616.8586"
"Cairo","364","601.88617","611.88617","621.88617","631.88617"
"Cairo","365","616.2667","626.2667","636.2667","646.2667"
"Cape Town","0","0.0","10.0","20.0","30.0"
"Cape Town","1","0.0","10.0","20.0","30.0"
"Cape Town","2","0.0","10.0","20.0","30.0"
"Cape Town","3","0.0","10.0","20.0","30.0"
"Cape Town","4","0.0","10.0","20.0","30.0"
"Cape Town","5","0.0","10.0","20.0","30.0"
"Cape Town","6","0.0","10.0","20.0","30.0"
"Cape Town","7","0.0","10.0","20.0","30.0"
"Cape Town","8","0.0","10.0","20.0","30.0"
"Cape Town","9","0.0","10.0","20.0","30.0"
"Cape Town","10","0.0","10.0","20.0","30.0"
"Cape Town","11","0.0","10.0","20.0","30.0"
"Cape Town","12","0.0","10.0","20.0","30.0"
"Cape Town","13","0.0","10.0","20.0","30.0"
"Cape Town","14","0.0","10.0","20.0","30.0"
"Cape Town","15","0.0","10.0","20.0","30.0"
"Cape Town","16","0.0","10.0","20.0","30.0"
"Cape Town","17","0.0","10.0","20.0","30.0"
"Cape Town","18","0.0","10.0","20.0","30.0"
"Cape Town","19","0.0","10.0","20.0","30.0"
"Cape Town","20","0.0","10.0","20.0","30.0"
"Cape Town","21","0.0","10.0","20.0","30.0"
"Cape Town","22","0.0","10.0","20.0","30.0"
"Cape Town","23","0.0","10.0","20.0","30.0"
"Cape Town","24","0.0","10.0","20.0","30.0"
"Cape Town","25","0.0","10.0","20.0","30.0"
"Cape Town","26","0.0","10.0","20.0","30.0"
"Cape Town","27","0.0","10.0","20.0","30.0"
"Cape Town","28","0.0","10.0","20.0","30.0"
"Cape Town","29","0.0","10.0","20.0","30.0"
"Cape Town","30","0.0","10.0","20.0","30.0"
"Cape Town","31","0.0","10.0","20.0","30.0"
"Cape Town","32","0.0","10.0","20.0","30.0"
"Cape Town","33","0.0","10.0","20.0","30.0"
"Cape Town","34","0.0","10.0","20.0","30.0"
"Cape Town","35","0.0","10.0","20.0","30.0"
"Cape Town","36","0.0","10.0","20.0","30.0"
"Cape Town","37","0.0","10.0","20.0","30.0"
"Cape Town","38","0.0","10.0","20.0","30.0"
"Cape Town","39","0.0","10.0","20.0","30.0"
"Cape Town","40","0.0","10.0","20.0","30.0"
"Cape Town","41","0.0","10.0","20.0","30.0"
"Cape Town","42","0.0","10.0","20.0","30.0"
"Cape Town","43","0.0","10.0","20.0","30.0"
"Cape Town","44","0.0","10.0","20.0","30.0"
"Cape Town","45","0.0","10.0","20.0","30.0"
"Cape Town","46","0.0","10.0","20.0","30.0"
"Cape Town","47","0.0","10.0","20.0","30.0"
"Cape Town","48","0.0","10.0","20.0","30.0"
"Cape Town","49","0.0","10.0","20.0","30.0"
"Cape Town","50","0.0","10.0","20.0","30.0"
"Cape Town","51","0.0","10.0","20.0","30.0"
"Cape Town","52","0.0","10.0","20.0","30.0"
"Cape Town","53","0.0","10.0","20.0","30.0"
"Cape Town","54","0.0","10.0","20.0","30.0"
"Cape Town","55","0.0","10.0","20.0","30.0"
"Cape Town","56","0.0","10.0","20.0","30.0"
"Cape Town","57","0.0","10.0","20.0","30.0"
"Cape Town","58","0.0","10.0","20.0","30.0"
"Cape Town","59","0.0","10.0","20.0","30.0"
"Cape Town","60","0.0","10.0","20.0","30.0"
"Cape Town","61","0.0","10.0","20.0","30.0"
"Cape Town","62","0.0","10.0","20.0","30.0"
"Cape Town","63","0.0","10.0","20.0","30.0"
"Cape Town","64","0.0","10.0","20.0","30.0"
"Cape Town","65","0.0","10.0","20.0","30.0"
"Cape Town","66","0.0","10.0","20.0","30.0"
"Cape Town","67","0.0","10.0","20.0","30.0"
"Cape Town","68","0.0","10.0","20.0","30.0"
"Cape Town","69","0.0","10.0","20.0","30.0"
"Cape Town","70","0.0","10.0","20.0","30.0"
"Cape Town","71","0.0","10.0","20.0","30.0"
"Cape Town","72","0.0","10.0","20.0","30.0"
"Cape Town","73","0.0","10.0","20.0","30.0"
"Cape Town","74","0.0","10.0","20.0","30.0"
"Cape Town","75","0.0","10.0","20.0","30.0"
"Cape Town","76","0.0","10.0","20.0","30.0"
"Cape Town","77","0.0","10.0","20.0","30.0"
"Cape Town","78","0.0","10.0","20.0","30.0"
"Cape Town","79","0.0","10.0","20.0","30.0"
"Cape Town","80","0.0","10.0","20.0","30.0"
"Cape Town","81","0.0","10.0","20.0","30.0"
"Cape Town","82","0.0","10.0","20.0","30.0"
"Cape Town","83","0.0","10.0","20.0","30.0"
"Cape Town","84","0.0","10.0","20.0","30.0"
"Cape Town","85","0.0","10.0","20.0","30.0"
"Cape Town","86","0.0","10.0","20.0","30.0"
"Cape Town","87","0.0","10.0","20.0","30.0"
"Cape Town","88","0.0","10.0","20.0","30.0"
"Cape Town","89","0.0","10.0","20.0","30.0"
"Cape Town","90","0.0","10.0","20.0","30.0"
"Cape Town","91","0.0","10.0","20.0","30.0"
"Cape Town","92","0.0","10.0","20.0","30.0"
"Cape Town","93","0.0","10.0","20.0","30.0"
"Cape Town","94","0.0","10.0","20.0","30.0"
"Cape Town","95","0.0","10.0","20.0","30.0"
"Cape Town","96","0.0","10.0","20.0","30.0"
"Cape Town","97","0.0","10.0","20.0","30.0"
"Cape Town","98","0.0","10.0","20.0","30.0"
"Cape Town","99","0.0","10.0","20.0","30.0"
"Cape Town","100","0.0","10.0","20.0","30.0"
"Cape Town","101","0.0","10.0","20.0","30.0"
"Cape Town","102","0.0","10.0","20.0","30.0"
"Cape Town","103","0.0","10.0","20.0","30.0"
"Cape Town","104","0.0","10.0","20.0","30.0"
"Cape Town","105","0.0","10.0","20.0","30.0"
"Cape Town","106","0.0","10.0","20.0","30.0"
"Cape Town","107","0.0","10.0","20.0","30.0"
"Cape Town","108","0.0","10.0","20.0","30.0"
"Cape Town","109","0.0","10.0","20.0","30.0"
"Cape Town","110","0.0","10.0","20.0","30.0"
"Cape Town","111","0.0","10.0","20.0","30.0"
"Cape Town","112","0.0","10.0","20.0","30.0"
"Cape Town","113","0.0","10.0","20.0","30.0"
"Cape Town","114","0.0","10.0","20.0","30.0"
"Cape Town","115","0.0","10.0","20.0","30.0"
"Cape Town","116","0.0","10.0","20.0","30.0"
"Cape Town","117","0.0","10.0","20.0","30.0"
"Cape Town","118","0.0","10.0","20.0","30.0"
"Cape Town","119","0.0","10.0","20.0","30.0"
"Cape Town","120","0.0","10.0","20.0","30.0"
"Cape Town","121","0.0","10.0","20.0","30.0"
"Cape Town","122","0.0","10.0","20.0","30.0"
"Cape Town","123","0.0","10.0","20.0","30.0"
"Cape Town","124","0.0","10.0","20.0","30.0"
"Cape Town","125","0.0","10.0","20.0","30.0"
"Cape Town","126","0.0","10.0","20.0","30.0"
"Cape Town","127","0.0","10.0","20.0","30.0"
"Cape Town","128","0.0","10.0","20.0","30.0"
"Cape Town","129","0.0","10.0","20.0","30.0"
"Cape Town","130","0.0","10.0","20.0","30.0"
"Cape Town","131","0.000137","10.000137","20.000137","30.000137"
"Cape Town","132","0.000137","10.000137","20.000137","30.000137"
"Cape Town","133","0.00041","10.00041","20.00041","30.00041"
"Cape Town","134","0.00041","10.00041","20.00041","30.00041"
"Cape Town","135","0.000684","10.000684","20.000685","30.000685"
"Cape Town","136","0.00082","10.00082","20.00082","30.00082"
"Cape Town","137","0.001231","10.001231","20.00123","30.00123"
"Cape Town","138","0.001367","10.001367","20.001368","30.001368"
"Cape Town","139","0.001914","10.001914","20.001913","30.001913"
"Cape Town","140","0.002188","10.002188","20.002188","30.002188"
"Cape Town","141","0.002871","10.002871","20.00287","30.00287"
"Cape Town","142","0.003555","10.003555","20.003555","30.003555"
"Cape Town","143","0.004238","10.004238","20.004238","30.004238"
"Cape Town","144","0.004649","10.004649","20.004648","30.004648"
"Cape Town","145","0.005742","10.005742","20.005741","30.005741"
"Cape Town","146","0.006016","10.006016","20.006016","30.006016"
"Cape Town","147","0.006153","10.006153","20.006153","30.006153"
"Cape Town","148","0.006289","10.006289","20.006289","30.006289"
"Cape Town","149","0.006426","10.006426","20.006426","30.006426"
"Cape Town","150","0.006973","10.006973","20.006973","30.006973"
"Cape Town","151","0.007657","10.007657","20.007656","30.007656"
"Cape Town","152","0.00875","10.00875","20.00875","30.00875"
"Cape Town","153","0.009981","10.009981","20.009981","30.009981"
"Cape Town","154","0.011075","10.011075","20.011074","30.011074"
"Cape Town","155","0.012168","10.012168","20.012169","30.012169"
"Cape Town","156","0.01504","10.01504","20.01504","30.01504"
"Cape Town","157","0.016133","10.016133","20.016132","30.016132"
"Cape Town","158","0.019825","10.019825","20.019825","30.019825"
"Cape Town","159","0.023243","10.023243","20.023243","30.023243"
"Cape Town","160","0.027345","10.027345","20.027346","30.027346"
"Cape Town","161","0.031857","10.031857","20.031857","30.031857"
"Cape Town","162","0.036779","10.036779","20.03678","30.03678"
"Cape Town","163","0.045255","10.045255","20.045256","30.045256"
"Cape Town","164","0.051818","10.051818","20.051819","30.051819"
"Cape Town","165","0.061389","10.061389","20.06139","30.06139"
"Cape Town","166","0.069182","10.069182","20.069181","30.069181"
"Cape Town","167","0.0793","10.0793","20.0793","30.0793"
"Cape Town","168","0.090648","10.090648","20.090649","30.090649"
"Cape Town","169","0.105551","10.105551","20.10555","30.10555"
"Cape Town","170","0.120317","10.120317","20.120317","30.120317"
"Cape Town","171","0.136587","10.136587","20.136587","30.136587"
"Cape Town","172","0.156685","10.156685","20.156685","30.156685"
"Cape Town","173","0.182116","10.182116","20.182116","30.182116"
"Cape Town","174","0.207546","10.207546","20.207546","30.207546"
"Cape Town","175","0.235848","10.235848","20.235847","30.235847"
"Cape Town","176","0.271533","10.271533","20.271534","30.271534"
"Cape Town","177","0.308175","10.308175","20.308174","30.308174"
"Cape Town","178","0.354387","10.354387","20.354387","30.354387"
"Cape Town","179","0.398002","10.398002","20.398003","30.398003"
"Cape Town","180","0.454332","10.454332","20.454332","30.454332"
"Cape Town","181","0.517362","10.517362","20.517363","30.517363"
"Cape Town","182","0.587501","10.587501","20.587502","30.587502"
"Cape Town","183","0.664203","10.664203","20.664204","30.664204"
"Cape Town","184","0.756901","10.756901","20.7569","30.7569"
"Cape Town","185","0.853838","10.853838","20.853838","30.853838"
"Cape Town","186","0.961986","10.961986","20.961987","30.961987"
"Cape Town","187","1.08996","11.08996","21.08996","31.08996"
"Cape Town","188","1.231058","11.231058","21.231058","31.231058"
"Cape Town","189","1.383095","11.383095","21.383095","31.383095"
"Cape Town","190","1.552085","11.552085","21.552086","31.552086"
"Cape Town","191","1.738439","11.738439","21.73844","31.73844"
"Cape Town","192","1.950361","11.950361","21.950361","31.950361"
"Cape Town","193","2.196189","12.196189","22.19619","32.19619"
"Cape Town","194","2.46991","12.46991","22.46991","32.46991"
"Cape Town","195","2.772069","12.772069","22.772068","32.772068"
"Cape Town","196","3.107041","13.10704","23.10704","33.10704"
"Cape Town","197","3.486039","13.486039","23.486038","33.48604"
"Cape Town","198","3.911932","13.911932","23.911932","33.911934"
"Cape Town","199","4.383081","14.383081","24.383081","34.38308"
"Cape Town","200","4.928199","14.928199","24.9282","34.9282"
"Cape Town","201","5.533063","15.533063","25.533062","35.533062"
"Cape Town","202","6.220919","16.220919","26.220919","36.22092"
"Cape Town","203","6.982742","16.982742","26.982742","36.982742"
"Cape Town","204","7.833983","17.833982","27.833982","37.833984"
"Cape Town","205","8.789817","18.789818","28.789818","38.789818"
"Cape Town","206","9.866241","19.866241","29.866241","39.86624"
"Cape Town","207","11.09853","21.09853","31.09853","41.09853"
"Cape Town","208","12.476703","22.476704","32.476704","42.476704"
"Cape Town","209","13.982712","23.982712","33.98271","43.98271"
"Cape Town","210","15.663726","25.663727","35.663727","45.663727"
"Cape Town","211","17.591255","27.591255","37.591255","47.591255"
"Cape Town","212","19.752306","29.752306","39.752304","49.752304"
"Cape Town","213","22.1678","32.1678","42.1678","52.1678"
"Cape Town","214","24.89147","34.89147","44.89147","54.89147"
"Cape Town","215","27.88585","37.88585","47.88585","57.88585"
"Cape Town","216","31.314604","41.314606","51.314606","61.314606"
"Cape Town","217","35.07354","45.07354","55.07354","65.07354"
"Cape Town","218","39.3307","49.3307","59.3307","69.3307"
"Cape Town","219","44.037266","54.037266","64.03726","74.03726"
"Cape Town","220","49.292374","59.292374","69.29237","79.29237"
"Cape Town","221","55.116386","65.11639","75.11639","85.11639"
"Cape Town","222","61.621826","71.621826","81.621826","91.621826"
"Cape Town","223","68.82469","78.82469","88.82469","98.82469"
"Cape Town","224","76.82261","86.82261","96.82261","106.82261"
